Region,Total_births,Year
19290 Florencia,57,2013
19290 Florencia,59,2014
19290 Florencia,62,2015
19290 Florencia,71,2016
19290 Florencia,74,2017
19300 GUACHENÉ,193,2008
19300 GUACHENÉ,223,2009
19300 Guachené,101,2010
19300 Guachené,1,2011
19300 Guachené,154,2012
19300 Guachené,164,2013
19300 Guachené,181,2014
19300 Guachené,196,2015
19300 Guachené,162,2016
19300 Guachené,200,2017
19318 GUAPI,456,2008
19318 GUAPI,414,2009
19318 Guapi,374,2010
19318 Guapi,458,2011
19318 Guapi,438,2012
19318 Guapi,470,2013
19318 Guapi,487,2014
19318 Guapi,413,2015
19318 Guapi,355,2016
19318 Guapi,361,2017
19355 INZÁ,383,2008
19355 INZÁ,378,2009
19355 Inzá,385,2010
19355 Inzá,383,2011
19355 Inzá,431,2012
19355 Inzá,444,2013
19355 Inzá,479,2014
19355 Inzá,484,2015
19355 Inzá,517,2016
19355 Inzá,580,2017
19364 JAMBALÓ,97,2008
19364 JAMBALÓ,103,2009
19364 Jambaló,82,2010
19364 Jambaló,115,2011
19364 Jambaló,104,2012
19364 Jambaló,150,2013
19364 Jambaló,213,2014
19364 Jambaló,215,2015
19364 Jambaló,189,2016
19364 Jambaló,203,2017
19392 LA SIERRA,124,2008
19392 LA SIERRA,131,2009
19392 La Sierra,132,2010
19392 La Sierra,116,2011
19392 La Sierra,133,2012
19392 La Sierra,125,2013
19392 La Sierra,112,2014
19392 La Sierra,104,2015
19392 La Sierra,117,2016
19392 La Sierra,115,2017
19397 LA VEGA,197,2008
19397 LA VEGA,179,2009
19397 La Vega,220,2010
19397 La Vega,278,2011
19397 La Vega,220,2012
19397 La Vega,226,2013
19397 La Vega,246,2014
19397 La Vega,185,2015
19397 La Vega,185,2016
19397 La Vega,177,2017
19418 LÓPEZ,87,2008
19418 LÓPEZ,114,2009
19418 López,56,2010
19418 López,46,2011
19418 López,45,2012
19418 López,81,2013
19418 López,78,2014
19418 López,61,2015
19418 López,69,2016
19418 López,65,2017
19450 MERCADERES,226,2008
19450 MERCADERES,207,2009
19450 Mercaderes,180,2010
19450 Mercaderes,187,2011
19450 Mercaderes,203,2012
19450 Mercaderes,185,2013
19450 Mercaderes,173,2014
19450 Mercaderes,140,2015
19450 Mercaderes,150,2016
19450 Mercaderes,169,2017
19455 MIRANDA,393,2008
19455 MIRANDA,391,2009
19455 Miranda,402,2010
19455 Miranda,369,2011
19455 Miranda,384,2012
19455 Miranda,354,2013
19455 Miranda,359,2014
19455 Miranda,312,2015
19455 Miranda,329,2016
19455 Miranda,341,2017
19473 MORALES,273,2008
19473 MORALES,263,2009
19473 Morales,339,2010
19473 Morales,285,2011
19473 Morales,324,2012
19473 Morales,337,2013
19473 Morales,380,2014
19473 Morales,375,2015
19473 Morales,354,2016
19473 Morales,436,2017
19513 PADILLA,117,2008
19513 PADILLA,138,2009
19513 Padilla,114,2010
19513 Padilla,89,2011
19513 Padilla,127,2012
19513 Padilla,112,2013
19513 Padilla,101,2014
19513 Padilla,83,2015
19513 Padilla,90,2016
19513 Padilla,111,2017
19517 PAÉZ,476,2008
19517 PAÉZ,480,2009
19517 Paéz,615,2010
19517 Paéz,617,2011
19517 Paéz,840,2012
19517 Paéz,826,2013
19517 Paéz,803,2014
19517 Paéz,786,2015
19517 Paéz,804,2016
19517 Paéz,826,2017
19532 PATÍA,465,2008
19532 PATÍA,382,2009
19532 Patía,402,2010
19532 Patía,372,2011
19532 Patía,421,2012
19532 Patía,428,2013
19532 Patía,433,2014
19532 Patía,380,2015
19532 Patía,426,2016
19532 Patía,412,2017
19533 PIAMONTE,48,2008
19533 PIAMONTE,85,2009
19533 Piamonte,78,2010
19533 Piamonte,83,2011
19533 Piamonte,92,2012
19533 Piamonte,111,2013
19533 Piamonte,113,2014
19533 Piamonte,88,2015
19533 Piamonte,87,2016
19533 Piamonte,128,2017
19548 PIENDAMÓ,466,2008
19548 PIENDAMÓ,519,2009
19548 Piendamó,533,2010
19548 Piendamó,507,2011
19548 Piendamó,507,2012
19548 Piendamó,573,2013
19548 Piendamó,565,2014
19548 Piendamó,546,2015
19548 Piendamó,612,2016
19548 Piendamó,578,2017
19573 PUERTO TEJADA,775,2008
19573 PUERTO TEJADA,850,2009
19573 Puerto Tejada,702,2010
19573 Puerto Tejada,632,2011
19573 Puerto Tejada,703,2012
19573 Puerto Tejada,634,2013
19573 Puerto Tejada,665,2014
19573 Puerto Tejada,614,2015
19573 Puerto Tejada,622,2016
19573 Puerto Tejada,660,2017
19585 PURACÉ,177,2008
19585 PURACÉ,191,2009
19585 Puracé,192,2010
19585 Puracé,183,2011
19585 Puracé,193,2012
19585 Puracé,219,2013
19585 Puracé,189,2014
19585 Puracé,224,2015
19585 Puracé,217,2016
19585 Puracé,191,2017
19622 ROSAS,120,2008
19622 ROSAS,138,2009
19622 Rosas,101,2010
19622 Rosas,122,2011
19622 Rosas,139,2012
19622 Rosas,128,2013
19622 Rosas,125,2014
19622 Rosas,94,2015
19622 Rosas,118,2016
19622 Rosas,82,2017
19693 SAN SEBASTIÁN,113,2008
19693 SAN SEBASTIÁN,119,2009
19693 San Sebastián,122,2010
19693 San Sebastián,133,2011
19693 San Sebastián,113,2012
19693 San Sebastián,106,2013
19693 San Sebastián,83,2014
19693 San Sebastián,69,2015
19693 San Sebastián,70,2016
19693 San Sebastián,82,2017
19698 SANTANDER DE QUILICHAO,1435,2008
19698 SANTANDER DE QUILICHAO,1389,2009
19698 Santander de Quilichao,1367,2010
19698 Santander de Quilichao,1392,2011
19698 Santander de Quilichao,1374,2012
19698 Santander de Quilichao,1457,2013
19698 Santander de Quilichao,1506,2014
19698 Santander de Quilichao,1552,2015
19698 Santander de Quilichao,1542,2016
19698 Santander de Quilichao,1523,2017
19701 SANTA ROSA,36,2008
19701 SANTA ROSA,37,2009
19701 Santa Rosa,41,2010
19701 Santa Rosa,63,2011
19701 Santa Rosa,63,2012
19701 Santa Rosa,73,2013
19701 Santa Rosa,61,2014
19701 Santa Rosa,46,2015
19701 Santa Rosa,34,2016
19701 Santa Rosa,49,2017
19743 SILVIA,379,2008
19743 SILVIA,376,2009
19743 Silvia,424,2010
19743 Silvia,371,2011
19743 Silvia,390,2012
19743 Silvia,394,2013
19743 Silvia,419,2014
19743 Silvia,464,2015
19743 Silvia,511,2016
19743 Silvia,534,2017
19760 SOTARÁ,109,2008
19760 SOTARÁ,108,2009
19760 Sotará,112,2010
19760 Sotará,97,2011
19760 Sotará,98,2012
19760 Sotará,126,2013
19760 Sotará,105,2014
19760 Sotará,92,2015
19760 Sotará,74,2016
19760 Sotará,69,2017
19780 SUÁREZ,231,2008
19780 SUÁREZ,232,2009
19780 Suárez,214,2010
19780 Suárez,276,2011
19780 Suárez,245,2012
19780 Suárez,292,2013
19780 Suárez,290,2014
19780 Suárez,259,2015
19780 Suárez,259,2016
19780 Suárez,287,2017
19785 SUCRE,111,2008
19785 SUCRE,83,2009
19785 Sucre,83,2010
19785 Sucre,70,2011
19785 Sucre,99,2012
19785 Sucre,74,2013
19785 Sucre,88,2014
19785 Sucre,64,2015
19785 Sucre,70,2016
19785 Sucre,59,2017
19807 TIMBÍO,465,2008
19807 TIMBÍO,461,2009
19807 Timbío,427,2010
19807 Timbío,424,2011
19807 Timbío,441,2012
19807 Timbío,448,2013
19807 Timbío,482,2014
19807 Timbío,434,2015
19807 Timbío,381,2016
19807 Timbío,410,2017
19809 TIMBIQUÍ,174,2008
19809 TIMBIQUÍ,150,2009
19809 Timbiquí,54,2010
19809 Timbiquí,138,2011
19809 Timbiquí,167,2012
19809 Timbiquí,208,2013
19809 Timbiquí,233,2014
19809 Timbiquí,219,2015
19809 Timbiquí,177,2016
19809 Timbiquí,243,2017
19821 TORIBÍO,341,2008
19821 TORIBÍO,340,2009
19821 Toribío,281,2010
19821 Toribío,308,2011
19821 Toribío,297,2012
19821 Toribío,347,2013
19821 Toribío,458,2014
19821 Toribío,490,2015
19821 Toribío,568,2016
19821 Toribío,627,2017
19824 TOTORÓ,330,2008
19824 TOTORÓ,303,2009
19824 Totoró,339,2010
19824 Totoró,287,2011
19824 Totoró,326,2012
19824 Totoró,298,2013
19824 Totoró,322,2014
19824 Totoró,350,2015
19824 Totoró,336,2016
19824 Totoró,337,2017
19845 VILLA RICA,220,2008
19845 VILLA RICA,241,2009
19845 Villa Rica,198,2010
19845 Villa Rica,215,2011
19845 Villa Rica,216,2012
19845 Villa Rica,240,2013
19845 Villa Rica,264,2014
19845 Villa Rica,227,2015
19845 Villa Rica,258,2016
19845 Villa Rica,255,2017
19999 SIN INFORMACIÓN,34,2008
19999 SIN INFORMACIÓN,23,2009
20001 VALLEDUPAR,9157,2008
20001 VALLEDUPAR,9374,2009
20001 Valledupar,8689,2010
20001 Valledupar,9440,2011
20001 Valledupar,9513,2012
20001 Valledupar,9504,2013
20001 Valledupar,9843,2014
20001 Valledupar,9489,2015
20001 Valledupar,9526,2016
20001 Valledupar,8807,2017
20011 AGUACHICA,1943,2008
20011 AGUACHICA,1787,2009
20011 Aguachica,1746,2010
20011 Aguachica,1889,2011
20011 Aguachica,1816,2012
20011 Aguachica,1824,2013
20011 Aguachica,2130,2014
20011 Aguachica,1868,2015
20011 Aguachica,1913,2016
20011 Aguachica,2021,2017
20013 AGUSTÍN CODAZZI,1327,2008
20013 AGUSTÍN CODAZZI,1143,2009
20013 Agustín Codazzi,893,2010
20013 Agustín Codazzi,1145,2011
20013 Agustín Codazzi,1045,2012
20013 Agustín Codazzi,1083,2013
20013 Agustín Codazzi,1151,2014
20013 Agustín Codazzi,1026,2015
20013 Agustín Codazzi,1052,2016
20013 Agustín Codazzi,1160,2017
20032 ASTREA,436,2008
20032 ASTREA,385,2009
20032 Astrea,344,2010
20032 Astrea,350,2011
20032 Astrea,382,2012
20032 Astrea,375,2013
20032 Astrea,368,2014
20032 Astrea,357,2015
20032 Astrea,356,2016
20032 Astrea,367,2017
20045 BECERRIL,327,2008
20045 BECERRIL,312,2009
20045 Becerril,245,2010
20045 Becerril,335,2011
20045 Becerril,344,2012
20045 Becerril,361,2013
20045 Becerril,335,2014
20045 Becerril,337,2015
20045 Becerril,347,2016
20045 Becerril,343,2017
20060 BOSCONIA,774,2008
20060 BOSCONIA,725,2009
20060 Bosconia,625,2010
20060 Bosconia,825,2011
20060 Bosconia,773,2012
20060 Bosconia,764,2013
20060 Bosconia,749,2014
20060 Bosconia,787,2015
20060 Bosconia,757,2016
20060 Bosconia,848,2017
20175 CHIMICHAGUA,438,2008
20175 CHIMICHAGUA,506,2009
20175 Chimichagua,432,2010
20175 Chimichagua,554,2011
20175 Chimichagua,527,2012
20175 Chimichagua,462,2013
20175 Chimichagua,597,2014
20175 Chimichagua,486,2015
20175 Chimichagua,539,2016
20175 Chimichagua,590,2017
20178 CHIRIGUANÁ,650,2008
20178 CHIRIGUANÁ,627,2009
20178 Chiriguaná,509,2010
20178 Chiriguaná,518,2011
20178 Chiriguaná,601,2012
20178 Chiriguaná,639,2013
20178 Chiriguaná,643,2014
20178 Chiriguaná,608,2015
20178 Chiriguaná,451,2016
20178 Chiriguaná,453,2017
20228 CURUMANÍ,597,2008
20228 CURUMANÍ,612,2009
20228 Curumaní,535,2010
20228 Curumaní,575,2011
20228 Curumaní,596,2012
20228 Curumaní,582,2013
20228 Curumaní,578,2014
20228 Curumaní,590,2015
20228 Curumaní,560,2016
20228 Curumaní,614,2017
20238 EL COPEY,555,2008
20238 EL COPEY,509,2009
20238 El Copey,417,2010
20238 El Copey,532,2011
20238 El Copey,568,2012
20238 El Copey,521,2013
20238 El Copey,537,2014
20238 El Copey,537,2015
20238 El Copey,464,2016
20238 El Copey,480,2017
20250 EL PASO,678,2008
20250 EL PASO,665,2009
20250 El Paso,595,2010
20250 El Paso,586,2011
20250 El Paso,686,2012
20250 El Paso,661,2013
20250 El Paso,660,2014
20250 El Paso,645,2015
20250 El Paso,642,2016
20250 El Paso,682,2017
20295 GAMARRA,190,2008
20295 GAMARRA,165,2009
20295 Gamarra,175,2010
20295 Gamarra,152,2011
20295 Gamarra,139,2012
20295 Gamarra,139,2013
20295 Gamarra,159,2014
20295 Gamarra,135,2015
20295 Gamarra,217,2016
20295 Gamarra,190,2017
20310 GONZÁLEZ,61,2008
20310 GONZÁLEZ,61,2009
20310 González,21,2010
20310 González,35,2011
20310 González,57,2012
20310 González,45,2013
20310 González,39,2014
20310 González,50,2015
20310 González,28,2016
20310 González,32,2017
20383 LA GLORIA,219,2008
20383 LA GLORIA,219,2009
20383 La Gloria,219,2010
20383 La Gloria,184,2011
20383 La Gloria,202,2012
20383 La Gloria,196,2013
20383 La Gloria,195,2014
20383 La Gloria,213,2015
20383 La Gloria,225,2016
20383 La Gloria,215,2017
20400 LA JAGUA DE IBIRICO,523,2008
20400 LA JAGUA DE IBIRICO,607,2009
20400 La Jagua de Ibirico,578,2010
20400 La Jagua de Ibirico,636,2011
20400 La Jagua de Ibirico,665,2012
20400 La Jagua de Ibirico,686,2013
20400 La Jagua de Ibirico,668,2014
20400 La Jagua de Ibirico,719,2015
20400 La Jagua de Ibirico,737,2016
20400 La Jagua de Ibirico,697,2017
20443 MANAURE,140,2008
20443 MANAURE,130,2009
20443 Manaure,113,2010
20443 Manaure,129,2011
20443 Manaure,136,2012
20443 Manaure,146,2013
20443 Manaure,147,2014
20443 Manaure,139,2015
20443 Manaure,134,2016
20443 Manaure,152,2017
20517 PAILITAS,340,2008
20517 PAILITAS,363,2009
20517 Pailitas,295,2010
20517 Pailitas,329,2011
20517 Pailitas,309,2012
20517 Pailitas,254,2013
20517 Pailitas,306,2014
20517 Pailitas,317,2015
20517 Pailitas,317,2016
20517 Pailitas,312,2017
20550 PELAYA,414,2008
20550 PELAYA,291,2009
20550 Pelaya,366,2010
20550 Pelaya,364,2011
20550 Pelaya,339,2012
20550 Pelaya,311,2013
20550 Pelaya,307,2014
20550 Pelaya,324,2015
20550 Pelaya,341,2016
20550 Pelaya,367,2017
20570 PUEBLO BELLO,219,2008
20570 PUEBLO BELLO,202,2009
20570 Pueblo Bello,178,2010
20570 Pueblo Bello,212,2011
20570 Pueblo Bello,252,2012
20570 Pueblo Bello,235,2013
20570 Pueblo Bello,228,2014
20570 Pueblo Bello,221,2015
20570 Pueblo Bello,259,2016
20570 Pueblo Bello,232,2017
20614 RÍO DE ORO,199,2008
20614 RÍO DE ORO,187,2009
20614 Río de Oro,155,2010
20614 Río de Oro,190,2011
20614 Río de Oro,167,2012
20614 Río de Oro,180,2013
20614 Río de Oro,170,2014
20614 Río de Oro,143,2015
20614 Río de Oro,120,2016
20614 Río de Oro,130,2017
20621 LA PAZ,376,2008
20621 LA PAZ,406,2009
20621 La Paz,322,2010
20621 La Paz,433,2011
20621 La Paz,410,2012
20621 La Paz,419,2013
20621 La Paz,434,2014
20621 La Paz,431,2015
20621 La Paz,426,2016
20621 La Paz,424,2017
20710 SAN ALBERTO,453,2008
20710 SAN ALBERTO,435,2009
20710 San Alberto,433,2010
20710 San Alberto,550,2011
20710 San Alberto,511,2012
20710 San Alberto,486,2013
20710 San Alberto,500,2014
20710 San Alberto,453,2015
20710 San Alberto,411,2016
20710 San Alberto,452,2017
20750 SAN DIEGO,302,2008
20750 SAN DIEGO,358,2009
20750 San Diego,249,2010
20750 San Diego,314,2011
20750 San Diego,318,2012
20750 San Diego,327,2013
20750 San Diego,325,2014
20750 San Diego,284,2015
20750 San Diego,306,2016
20750 San Diego,312,2017
20770 SAN MARTÍN,366,2008
20770 SAN MARTÍN,375,2009
20770 San Martín,319,2010
20770 San Martín,328,2011
20770 San Martín,337,2012
20770 San Martín,317,2013
20770 San Martín,311,2014
20770 San Martín,400,2015
20770 San Martín,354,2016
20770 San Martín,373,2017
20787 TAMALAMEQUE,261,2008
20787 TAMALAMEQUE,238,2009
20787 Tamalameque,220,2010
20787 Tamalameque,208,2011
20787 Tamalameque,225,2012
20787 Tamalameque,236,2013
20787 Tamalameque,227,2014
20787 Tamalameque,209,2015
20787 Tamalameque,219,2016
20787 Tamalameque,251,2017
20999 SIN INFORMACIÓN,107,2008
20999 SIN INFORMACIÓN,127,2009
23001 MONTERÍA,8089,2008
23001 MONTERÍA,7792,2009
23001 Montería,7704,2010
23001 Montería,8696,2011
23001 Montería,8714,2012
23001 Montería,8847,2013
23001 Montería,8566,2014
23001 Montería,8477,2015
23001 Montería,8268,2016
23001 Montería,8442,2017
23068 AYAPEL,752,2008
23068 AYAPEL,687,2009
23068 Ayapel,585,2010
23068 Ayapel,816,2011
23068 Ayapel,770,2012
23068 Ayapel,687,2013
23068 Ayapel,715,2014
23068 Ayapel,667,2015
23068 Ayapel,661,2016
23068 Ayapel,673,2017
23079 BUENAVISTA,400,2008
23079 BUENAVISTA,364,2009
23079 Buenavista,270,2010
23079 Buenavista,283,2011
23079 Buenavista,327,2012
23079 Buenavista,282,2013
23079 Buenavista,304,2014
23079 Buenavista,215,2015
23079 Buenavista,221,2016
23079 Buenavista,215,2017
23090 CANALETE,283,2008
23090 CANALETE,271,2009
23090 Canalete,259,2010
23090 Canalete,326,2011
23090 Canalete,309,2012
23090 Canalete,274,2013
23090 Canalete,279,2014
23090 Canalete,267,2015
23090 Canalete,225,2016
23090 Canalete,273,2017
23162 CERETÉ,1057,2008
23162 CERETÉ,1372,2009
23162 Cereté,1014,2010
23162 Cereté,1310,2011
23162 Cereté,1509,2012
23162 Cereté,1347,2013
23162 Cereté,1380,2014
23162 Cereté,1364,2015
23162 Cereté,1419,2016
23162 Cereté,1371,2017
23168 CHIMÁ,165,2008
23168 CHIMÁ,173,2009
23168 Chimá,152,2010
23168 Chimá,123,2011
23168 Chimá,149,2012
23168 Chimá,148,2013
23168 Chimá,131,2014
23168 Chimá,151,2015
23168 Chimá,122,2016
23168 Chimá,142,2017
23182 CHINÚ,673,2008
23182 CHINÚ,733,2009
23182 Chinú,622,2010
23182 Chinú,615,2011
23182 Chinú,601,2012
23182 Chinú,559,2013
23182 Chinú,521,2014
23182 Chinú,538,2015
23182 Chinú,596,2016
23182 Chinú,586,2017
23189 CIÉNAGA DE ORO,759,2008
23189 CIÉNAGA DE ORO,701,2009
23189 Ciénaga de Oro,644,2010
23189 Ciénaga de Oro,752,2011
23189 Ciénaga de Oro,809,2012
23189 Ciénaga de Oro,674,2013
23189 Ciénaga de Oro,705,2014
23189 Ciénaga de Oro,684,2015
23189 Ciénaga de Oro,748,2016
23189 Ciénaga de Oro,751,2017
23300 COTORRA,193,2008
23300 COTORRA,198,2009
23300 Cotorra,135,2010
23300 Cotorra,206,2011
23300 Cotorra,223,2012
23300 Cotorra,199,2013
23300 Cotorra,206,2014
23300 Cotorra,207,2015
23300 Cotorra,239,2016
23300 Cotorra,203,2017
23350 LA APARTADA,237,2008
23350 LA APARTADA,259,2009
23350 La Apartada,196,2010
23350 La Apartada,222,2011
23350 La Apartada,256,2012
23350 La Apartada,191,2013
23350 La Apartada,238,2014
23350 La Apartada,172,2015
23350 La Apartada,190,2016
23350 La Apartada,224,2017
23417 LORICA,2015,2008
23417 LORICA,1971,2009
23417 Lorica,1765,2010
23417 Lorica,1775,2011
23417 Lorica,1818,2012
23417 Lorica,1651,2013
23417 Lorica,1799,2014
23417 Lorica,1741,2015
23417 Lorica,1771,2016
23417 Lorica,1780,2017
23419 LOS CÓRDOBAS,217,2008
23419 LOS CÓRDOBAS,203,2009
23419 Los Córdobas,216,2010
23419 Los Córdobas,221,2011
23419 Los Córdobas,249,2012
23419 Los Córdobas,247,2013
23419 Los Córdobas,225,2014
23419 Los Córdobas,227,2015
23419 Los Córdobas,244,2016
23419 Los Córdobas,237,2017
23464 MOMIL,210,2008
23464 MOMIL,208,2009
23464 Momil,157,2010
23464 Momil,219,2011
23464 Momil,209,2012
23464 Momil,191,2013
23464 Momil,209,2014
23464 Momil,192,2015
23464 Momil,192,2016
23464 Momil,213,2017
23466 MONTELÍBANO,1196,2008
23466 MONTELÍBANO,1140,2009
23466 Montelíbano,889,2010
23466 Montelíbano,1484,2011
23466 Montelíbano,1624,2012
23466 Montelíbano,1427,2013
23466 Montelíbano,1484,2014
23466 Montelíbano,1424,2015
23466 Montelíbano,1433,2016
23466 Montelíbano,1409,2017
23500 MOÑITOS,329,2008
23500 MOÑITOS,355,2009
23500 Moñitos,308,2010
23500 Moñitos,393,2011
23500 Moñitos,378,2012
23500 Moñitos,334,2013
23500 Moñitos,357,2014
23500 Moñitos,418,2015
23500 Moñitos,357,2016
23500 Moñitos,390,2017
23555 PLANETA RICA,1325,2008
23555 PLANETA RICA,1265,2009
23555 Planeta Rica,778,2010
23555 Planeta Rica,1104,2011
23555 Planeta Rica,1064,2012
23555 Planeta Rica,1042,2013
23555 Planeta Rica,1235,2014
23555 Planeta Rica,1135,2015
23555 Planeta Rica,1073,2016
23555 Planeta Rica,1187,2017
23570 PUEBLO NUEVO,348,2008
23570 PUEBLO NUEVO,403,2009
23570 Pueblo Nuevo,360,2010
23570 Pueblo Nuevo,405,2011
23570 Pueblo Nuevo,410,2012
23570 Pueblo Nuevo,382,2013
23570 Pueblo Nuevo,427,2014
23570 Pueblo Nuevo,418,2015
23570 Pueblo Nuevo,419,2016
23570 Pueblo Nuevo,445,2017
23574 PUERTO ESCONDIDO,304,2008
23574 PUERTO ESCONDIDO,316,2009
23574 Puerto Escondido,283,2010
23574 Puerto Escondido,318,2011
23574 Puerto Escondido,291,2012
23574 Puerto Escondido,246,2013
23574 Puerto Escondido,296,2014
23574 Puerto Escondido,305,2015
23574 Puerto Escondido,320,2016
23574 Puerto Escondido,348,2017
23580 PUERTO LIBERTADOR,519,2008
23580 PUERTO LIBERTADOR,515,2009
23580 Puerto Libertador,420,2010
23580 Puerto Libertador,739,2011
23580 Puerto Libertador,642,2012
23580 Puerto Libertador,710,2013
23580 Puerto Libertador,647,2014
23580 Puerto Libertador,636,2015
23580 Puerto Libertador,544,2016
23580 Puerto Libertador,650,2017
23586 PURÍSIMA,196,2008
23586 PURÍSIMA,185,2009
23586 Purísima,196,2010
23586 Purísima,201,2011
23586 Purísima,233,2012
23586 Purísima,211,2013
23586 Purísima,189,2014
23586 Purísima,193,2015
23586 Purísima,189,2016
23586 Purísima,193,2017
23660 SAHAGÚN,1793,2008
23660 SAHAGÚN,1702,2009
23660 Sahagún,1555,2010
23660 Sahagún,1736,2011
23660 Sahagún,1707,2012
23660 Sahagún,1616,2013
23660 Sahagún,1672,2014
23660 Sahagún,1413,2015
23660 Sahagún,1434,2016
23660 Sahagún,1509,2017
23670 SAN ANDRÉS SOTAVENTO,952,2008
23670 SAN ANDRÉS SOTAVENTO,1044,2009
23670 San Andrés Sotavento,702,2010
23670 San Andrés Sotavento,879,2011
23670 San Andrés Sotavento,760,2012
23670 San Andrés Sotavento,708,2013
23670 San Andrés Sotavento,774,2014
23670 San Andrés Sotavento,684,2015
23670 San Andrés Sotavento,640,2016
23670 San Andrés Sotavento,665,2017
23672 SAN ANTERO,507,2008
23672 SAN ANTERO,482,2009
23672 San Antero,447,2010
23672 San Antero,483,2011
23672 San Antero,533,2012
23672 San Antero,487,2013
23672 San Antero,540,2014
23672 San Antero,523,2015
23672 San Antero,501,2016
23672 San Antero,468,2017
23675 SAN BERNARDO DEL VIENTO,529,2008
23675 SAN BERNARDO DEL VIENTO,492,2009
23675 San Bernardo del Viento,407,2010
23675 San Bernardo del Viento,473,2011
23675 San Bernardo del Viento,471,2012
23675 San Bernardo del Viento,383,2013
23675 San Bernardo del Viento,439,2014
23675 San Bernardo del Viento,440,2015
23675 San Bernardo del Viento,415,2016
23675 San Bernardo del Viento,495,2017
23678 SAN CARLOS,216,2008
23678 SAN CARLOS,210,2009
23678 San Carlos,203,2010
23678 San Carlos,242,2011
23678 San Carlos,283,2012
23678 San Carlos,278,2013
23678 San Carlos,295,2014
23678 San Carlos,260,2015
23678 San Carlos,262,2016
23678 San Carlos,298,2017
23682 SAN JOSÉ DE URE,18,2008
23682 SAN JOSÉ DE URE,14,2009
23682 San José de Ure,11,2010
23682 San José de Ure,68,2011
23682 San José de Ure,125,2012
23682 San José de Ure,126,2013
23682 San José de Ure,94,2014
23682 San José de Ure,131,2015
23682 San José de Ure,114,2016
23682 San José de Ure,117,2017
23686 SAN PELAYO,424,2008
23686 SAN PELAYO,358,2009
23686 San Pelayo,342,2010
23686 San Pelayo,416,2011
23686 San Pelayo,445,2012
23686 San Pelayo,403,2013
23686 San Pelayo,478,2014
23686 San Pelayo,432,2015
23686 San Pelayo,438,2016
23686 San Pelayo,467,2017
23807 TIERRALTA,1641,2008
23807 TIERRALTA,1486,2009
23807 Tierralta,1409,2010
23807 Tierralta,1732,2011
23807 Tierralta,1894,2012
23807 Tierralta,1862,2013
23807 Tierralta,1859,2014
23807 Tierralta,1742,2015
23807 Tierralta,1721,2016
