,Municipality,Year,Month,Births,Farc Violence,Total Violence,Ratio,post15,post13,FARC
13756,19212,2017,10,10,0,1,0.0,0,0,0
13757,19212,2017,12,16,0,1,0.0,0,0,0
13758,19256,2017,2,9,0,1,0.0,0,0,0
13759,19256,2017,3,12,0,2,0.0,0,0,0
13760,19256,2017,4,12,0,1,0.0,0,0,0
13761,19256,2017,5,6,0,1,0.0,0,0,0
13762,19256,2017,6,9,0,1,0.0,0,0,0
13763,19256,2017,8,12,0,2,0.0,0,0,0
13764,19256,2017,9,13,0,1,0.0,0,0,0
13765,19318,2017,2,8,0,2,0.0,0,0,0
13766,19318,2017,8,16,0,2,0.0,0,0,0
13767,19318,2017,9,24,0,1,0.0,0,0,0
13768,19355,2017,2,25,0,1,0.0,0,0,0
13769,19355,2017,12,26,0,1,0.0,0,0,0
13770,19364,2017,4,5,0,1,0.0,0,0,0
13771,19397,2017,7,8,0,1,0.0,0,0,0
13772,19397,2017,12,2,0,1,0.0,0,0,0
13773,19418,2017,7,3,0,1,0.0,0,0,0
13774,19450,2017,2,1,0,1,0.0,0,0,0
13775,19455,2017,6,4,0,1,0.0,0,0,0
13776,19455,2017,9,5,0,1,0.0,0,0,0
13777,19455,2017,11,9,0,1,0.0,0,0,0
13778,19455,2017,12,7,0,1,0.0,0,0,0
13779,19473,2017,4,14,0,2,0.0,0,0,0
13780,19473,2017,5,15,1,2,0.5,0,0,0
13781,19473,2017,6,19,0,1,0.0,0,0,0
13782,19473,2017,10,11,0,1,0.0,0,0,0
13783,19517,2017,10,53,0,1,0.0,0,0,0
13784,19532,2017,8,15,0,1,0.0,0,0,0
13785,19532,2017,12,17,0,1,0.0,0,0,0
13786,19533,2017,5,5,0,1,0.0,0,0,0
13787,19533,2017,8,1,0,1,0.0,0,0,0
13788,19548,2017,2,8,0,1,0.0,0,0,0
13789,19585,2017,4,7,0,1,0.0,0,0,0
13790,19585,2017,6,1,0,1,0.0,0,0,0
13791,19585,2017,10,5,0,1,0.0,0,0,0
13792,19622,2017,8,1,0,2,0.0,0,0,0
13793,19698,2017,2,161,0,1,0.0,0,0,0
13794,19698,2017,4,209,0,1,0.0,0,0,0
13795,19698,2017,6,197,0,1,0.0,0,0,0
13796,19698,2017,10,176,0,1,0.0,0,0,0
13797,19780,2017,1,7,0,1,0.0,0,0,0
13798,19780,2017,2,8,0,2,0.0,0,0,0
13799,19780,2017,5,6,0,1,0.0,0,0,0
13800,19780,2017,6,4,0,1,0.0,0,0,0
13801,19780,2017,9,9,0,1,0.0,0,0,0
13802,19780,2017,12,6,0,2,0.0,0,0,0
13803,19785,2017,1,2,0,1,0.0,0,0,0
13804,19785,2017,3,4,0,1,0.0,0,0,0
13805,19807,2017,4,1,0,1,0.0,0,0,0
13806,19807,2017,7,4,0,1,0.0,0,0,0
13807,19807,2017,9,1,0,1,0.0,0,0,0
13808,19807,2017,12,3,0,1,0.0,0,0,0
13809,19821,2017,4,33,0,2,0.0,0,0,0
13810,19821,2017,12,33,0,1,0.0,0,0,0
13811,20178,2017,5,24,0,1,0.0,0,0,0
13812,20178,2017,7,15,0,1,0.0,0,0,0
13813,20228,2017,1,12,0,1,0.0,0,0,0
13814,20228,2017,6,17,0,1,0.0,0,0,0
13815,20228,2017,8,22,0,1,0.0,0,0,0
13816,20238,2017,2,3,0,1,0.0,0,0,0
13817,20250,2017,1,6,0,1,0.0,0,0,0
13818,20383,2017,7,1,0,1,0.0,0,0,0
13819,20400,2017,3,11,0,1,0.0,0,0,0
13820,20400,2017,8,9,0,2,0.0,0,0,0
13821,20517,2017,2,8,0,1,0.0,0,0,0
13822,20517,2017,4,5,0,1,0.0,0,0,0
13823,20517,2017,7,10,0,1,0.0,0,0,0
13824,20550,2017,2,1,0,2,0.0,0,0,0
13825,20570,2017,6,5,0,1,0.0,0,0,0
13826,20614,2017,10,5,0,2,0.0,0,0,0
13827,20621,2017,1,4,0,1,0.0,0,0,0
13828,20621,2017,3,1,0,1,0.0,0,0,0
13829,20710,2017,8,18,0,1,0.0,0,0,0
13830,20710,2017,11,5,0,1,0.0,0,0,0
13831,20770,2017,1,9,0,1,0.0,0,0,0
13832,20770,2017,10,11,0,1,0.0,0,0,0
13833,23162,2017,2,75,0,1,0.0,0,0,0
13834,23182,2017,5,4,0,1,0.0,0,0,0
13835,23417,2017,5,209,0,2,0.0,0,0,0
13836,23417,2017,8,253,0,1,0.0,0,0,0
13837,23417,2017,12,260,0,1,0.0,0,0,0
13838,23419,2017,5,1,0,1,0.0,0,0,0
13839,23419,2017,6,2,0,1,0.0,0,0,0
13840,23419,2017,9,2,0,2,0.0,0,0,0
13841,23466,2017,1,127,0,1,0.0,0,0,0
13842,23466,2017,2,130,0,2,0.0,0,0,0
13843,23500,2017,5,7,0,2,0.0,0,0,0
13844,23555,2017,1,60,0,1,0.0,0,0,0
13845,23555,2017,2,43,0,1,0.0,0,0,0
13846,23574,2017,4,4,0,2,0.0,0,0,0
13847,23574,2017,6,4,0,1,0.0,0,0,0
13848,23574,2017,7,7,0,1,0.0,0,0,0
13849,23574,2017,8,6,0,1,0.0,0,0,0
13850,23574,2017,9,7,0,1,0.0,0,0,0
13851,23574,2017,11,10,0,1,0.0,0,0,0
13852,23580,2017,2,13,0,4,0.0,0,0,0
13853,23580,2017,5,20,0,3,0.0,0,0,0
13854,23660,2017,5,137,0,1,0.0,0,0,0
13855,23660,2017,8,143,0,1,0.0,0,0,0
13856,23660,2017,12,143,0,1,0.0,0,0,0
13857,23672,2017,5,5,0,2,0.0,0,0,0
13858,23807,2017,1,50,0,1,0.0,0,0,0
13859,23807,2017,3,43,0,1,0.0,0,0,0
13860,23807,2017,4,40,0,1,0.0,0,0,0
13861,23807,2017,5,48,0,3,0.0,0,0,0
13862,23807,2017,6,36,0,2,0.0,0,0,0
13863,23807,2017,8,47,0,1,0.0,0,0,0
13864,23807,2017,9,56,0,1,0.0,0,0,0
13865,23807,2017,10,42,0,1,0.0,0,0,0
13866,23807,2017,11,49,0,4,0.0,0,0,0
13867,23807,2017,12,49,0,2,0.0,0,0,0
13868,25290,2017,8,185,0,1,0.0,0,0,0
13869,25307,2017,4,281,0,1,0.0,0,0,0
13870,25754,2017,3,164,0,2,0.0,0,0,0
13871,25754,2017,5,166,0,3,0.0,0,0,0
13872,25754,2017,6,181,0,1,0.0,0,0,0
13873,25754,2017,7,140,0,1,0.0,0,0,0
13874,25754,2017,9,149,0,2,0.0,0,0,0
13875,25754,2017,12,193,0,1,0.0,0,0,0
13876,25899,2017,10,109,0,1,0.0,0,0,0
13877,27150,2017,3,2,0,2,0.0,0,0,0
13878,27150,2017,4,1,0,1,0.0,0,0,0
13879,27150,2017,5,2,0,1,0.0,0,0,0
13880,27245,2017,1,3,0,1,0.0,0,0,0
13881,27250,2017,2,1,0,2,0.0,0,0,0
13882,27250,2017,3,1,0,2,0.0,0,0,0
13883,27250,2017,4,2,0,5,0.0,0,0,0
13884,27250,2017,5,1,0,1,0.0,0,0,0
13885,27250,2017,8,1,0,1,0.0,0,0,0
13886,27372,2017,8,1,0,1,0.0,0,0,0
13887,27413,2017,2,5,0,2,0.0,0,0,0
13888,27413,2017,3,6,0,1,0.0,0,0,0
13889,27430,2017,1,2,0,1,0.0,0,0,0
13890,27430,2017,10,3,0,1,0.0,0,0,0
13891,27450,2017,4,1,0,1,0.0,0,0,0
13892,27450,2017,10,1,0,1,0.0,0,0,0
13893,27491,2017,7,2,0,1,0.0,0,0,0
13894,27491,2017,10,3,0,1,0.0,0,0,0
13895,27615,2017,1,8,0,4,0.0,0,0,0
13896,27615,2017,3,3,0,3,0.0,0,0,0
13897,27615,2017,4,8,0,3,0.0,0,0,0
13898,27615,2017,6,9,0,1,0.0,0,0,0
13899,27615,2017,7,10,0,4,0.0,0,0,0
13900,27615,2017,8,5,0,2,0.0,0,0,0
13901,27615,2017,9,5,0,1,0.0,0,0,0
13902,27615,2017,10,4,0,1,0.0,0,0,0
13903,27615,2017,11,6,0,6,0.0,0,0,0
13904,27615,2017,12,10,0,2,0.0,0,0,0
13905,27660,2017,2,1,0,2,0.0,0,0,0
13906,27660,2017,3,3,0,4,0.0,0,0,0
13907,27660,2017,6,1,0,1,0.0,0,0,0
13908,27660,2017,7,4,0,1,0.0,0,0,0
13909,27660,2017,8,4,0,1,0.0,0,0,0
13910,27660,2017,11,5,0,2,0.0,0,0,0
13911,27787,2017,1,10,0,1,0.0,0,0,0
13912,27800,2017,4,2,0,1,0.0,0,0,0
13913,27800,2017,7,1,0,1,0.0,0,0,0
13914,27800,2017,11,3,0,2,0.0,0,0,0
13915,41132,2017,12,9,0,1,0.0,0,0,0
13916,41206,2017,8,5,0,2,0.0,0,0,0
13917,41298,2017,6,214,0,1,0.0,0,0,0
13918,41357,2017,3,8,1,1,1.0,0,0,0
13919,41359,2017,2,2,0,2,0.0,0,0,0
13920,41359,2017,11,4,0,1,0.0,0,0,0
13921,41503,2017,1,2,0,1,0.0,0,0,0
13922,41524,2017,4,2,1,1,1.0,0,0,0
13923,41551,2017,4,378,0,1,0.0,0,0,0
13924,41551,2017,6,412,0,1,0.0,0,0,0
13925,41668,2017,5,2,1,1,1.0,0,0,0
13926,41668,2017,8,4,0,1,0.0,0,0,0
13927,41799,2017,11,3,0,2,0.0,0,0,0
13928,41799,2017,12,2,0,1,0.0,0,0,0
13929,44279,2017,4,4,0,1,0.0,0,0,0
13930,44279,2017,6,8,0,2,0.0,0,0,0
13931,44560,2017,4,37,0,1,0.0,0,0,0
13932,44560,2017,5,31,0,1,0.0,0,0,0
13933,44847,2017,9,316,0,1,0.0,0,0,0
13934,44874,2017,12,9,0,1,0.0,0,0,0
13935,47189,2017,3,225,0,1,0.0,0,0,0
13936,47189,2017,5,249,0,1,0.0,0,0,0
13937,47245,2017,1,302,0,1,0.0,0,0,0
13938,47245,2017,5,307,0,1,0.0,0,0,0
13939,47545,2017,1,12,0,1,0.0,0,0,0
13940,47551,2017,12,75,0,1,0.0,0,0,0
13941,47555,2017,1,183,0,1,0.0,0,0,0
13942,47555,2017,10,210,0,1,0.0,0,0,0
13943,47570,2017,8,6,0,1,0.0,0,0,0
13944,47980,2017,10,13,0,1,0.0,0,0,0
13945,50226,2017,12,2,0,1,0.0,0,0,0
13946,50251,2017,2,4,0,1,0.0,0,0,0
13947,50251,2017,5,3,0,1,0.0,0,0,0
13948,50287,2017,1,7,0,1,0.0,0,0,0
13949,50313,2017,5,243,0,1,0.0,0,0,0
13950,50313,2017,9,235,0,1,0.0,0,0,0
13951,50313,2017,12,233,0,2,0.0,0,0,0
13952,50325,2017,2,7,0,1,0.0,0,0,0
13953,50325,2017,5,2,0,1,0.0,0,0,0
13954,50325,2017,8,4,0,1,0.0,0,0,0
13955,50325,2017,12,5,0,1,0.0,0,0,0
13956,50330,2017,6,3,0,1,0.0,0,0,0
13957,50330,2017,8,5,0,1,0.0,0,0,0
13958,50330,2017,10,2,0,1,0.0,0,0,0
13959,50350,2017,4,9,0,1,0.0,0,0,0
13960,50350,2017,5,10,0,1,0.0,0,0,0
13961,50350,2017,6,6,0,1,0.0,0,0,0
13962,50350,2017,9,4,0,1,0.0,0,0,0
13963,50350,2017,10,10,0,1,0.0,0,0,0
13964,50350,2017,12,7,0,1,0.0,0,0,0
13965,50370,2017,4,5,0,2,0.0,0,0,0
13966,50370,2017,6,1,0,1,0.0,0,0,0
13967,50370,2017,8,1,0,1,0.0,0,0,0
13968,50450,2017,3,4,0,1,0.0,0,0,0
13969,50568,2017,7,36,0,1,0.0,0,0,0
13970,50573,2017,5,13,0,3,0.0,0,0,0
13971,50577,2017,1,2,0,1,0.0,0,0,0
13972,50590,2017,2,5,1,1,1.0,0,0,0
13973,50590,2017,7,4,0,2,0.0,0,0,0
13974,50590,2017,8,5,0,1,0.0,0,0,0
13975,50590,2017,9,7,0,1,0.0,0,0,0
13976,50590,2017,10,6,0,3,0.0,0,0,0
13977,50689,2017,2,4,0,1,0.0,0,0,0
13978,50689,2017,4,1,0,4,0.0,0,0,0
13979,50689,2017,5,5,0,1,0.0,0,0,0
13980,50711,2017,2,4,0,2,0.0,0,0,0
13981,50711,2017,4,5,0,2,0.0,0,0,0
13982,50711,2017,7,3,0,1,0.0,0,0,0
13983,50711,2017,10,6,0,1,0.0,0,0,0
13984,5101,2017,5,52,0,1,0.0,0,0,0
13985,5107,2017,1,2,0,1,0.0,0,0,0
13986,5107,2017,2,1,0,1,0.0,0,0,0
13987,5107,2017,6,7,0,1,0.0,0,0,0
13988,5107,2017,10,3,0,1,0.0,0,0,0
13989,5113,2017,1,3,0,1,0.0,0,0,0
13990,5113,2017,9,1,0,1,0.0,0,0,0
13991,5120,2017,1,2,0,1,0.0,0,0,0
13992,5120,2017,2,14,0,3,0.0,0,0,0
13993,5120,2017,4,4,0,1,0.0,0,0,0
13994,5120,2017,5,10,0,1,0.0,0,0,0
13995,5120,2017,8,7,0,1,0.0,0,0,0
13996,5134,2017,5,1,0,1,0.0,0,0,0
13997,5138,2017,5,5,0,1,0.0,0,0,0
13998,5138,2017,6,6,0,1,0.0,0,0,0
13999,5138,2017,7,10,0,1,0.0,0,0,0
14000,5138,2017,8,4,0,1,0.0,0,0,0
14001,5147,2017,1,15,0,3,0.0,0,0,0
14002,5147,2017,7,13,0,1,0.0,0,0,0
14003,5147,2017,12,24,0,2,0.0,0,0,0
14004,5148,2017,6,5,0,1,0.0,0,0,0
14005,5154,2017,1,289,0,2,0.0,0,0,0
14006,5154,2017,2,275,0,2,0.0,0,0,0
14007,5154,2017,3,314,0,1,0.0,0,0,0
14008,5154,2017,5,337,0,2,0.0,0,0,0
14009,5154,2017,9,373,0,1,0.0,0,0,0
14010,5154,2017,10,349,0,1,0.0,0,0,0
14011,5154,2017,12,338,0,2,0.0,0,0,0
14012,5172,2017,4,166,0,2,0.0,0,0,0
14013,5172,2017,7,154,0,1,0.0,0,0,0
14014,5206,2017,7,1,0,1,0.0,0,0,0
14015,5209,2017,5,6,0,1,0.0,0,0,0
14016,52207,2017,1,2,0,1,0.0,0,0,0
14017,52227,2017,3,7,0,1,0.0,0,0,0
14018,52227,2017,6,9,0,1,0.0,0,0,0
14019,52227,2017,12,8,0,1,0.0,0,0,0
14020,52250,2017,4,1,0,1,0.0,0,0,0
14021,52250,2017,9,10,0,1,0.0,0,0,0
14022,52250,2017,10,17,0,2,0.0,0,0,0
14023,52317,2017,3,4,0,1,0.0,0,0,0
14024,5234,2017,5,18,0,1,0.0,0,0,0
14025,5234,2017,11,15,0,1,0.0,0,0,0
14026,5234,2017,12,10,0,1,0.0,0,0,0
14027,52356,2017,7,278,0,1,0.0,0,0,0
14028,52356,2017,9,300,0,1,0.0,0,0,0
14029,5237,2017,2,4,0,1,0.0,0,0,0
14030,52385,2017,11,3,0,1,0.0,0,0,0
14031,52405,2017,4,1,0,1,0.0,0,0,0
14032,52418,2017,8,1,0,1,0.0,0,0,0
14033,52427,2017,1,1,0,1,0.0,0,0,0
14034,52427,2017,5,4,0,1,0.0,0,0,0
14035,52427,2017,8,6,0,1,0.0,0,0,0
14036,52427,2017,11,2,0,1,0.0,0,0,0
14037,52473,2017,5,1,0,1,0.0,0,0,0
14038,52473,2017,7,3,0,2,0.0,0,0,0
14039,52490,2017,2,6,0,2,0.0,0,0,0
14040,5250,2017,1,24,0,1,0.0,0,0,0
14041,5250,2017,3,16,0,1,0.0,0,0,0
14042,5250,2017,5,38,0,1,0.0,0,0,0
14043,5250,2017,7,30,0,1,0.0,0,0,0
14044,5250,2017,9,35,0,2,0.0,0,0,0
14045,5250,2017,11,32,0,1,0.0,0,0,0
14046,52520,2017,2,2,0,1,0.0,0,0,0
14047,52520,2017,3,3,0,2,0.0,0,0,0
14048,52540,2017,4,4,0,1,0.0,0,0,0
14049,52540,2017,7,3,0,1,0.0,0,0,0
14050,52585,2017,2,3,0,1,0.0,0,0,0
14051,52612,2017,4,19,0,1,0.0,0,0,0
14052,52612,2017,9,22,0,1,0.0,0,0,0
14053,52621,2017,3,9,0,1,0.0,0,0,0
14054,52621,2017,8,6,0,1,0.0,0,0,0
14055,5264,2017,1,7,0,1,0.0,0,0,0
14056,5266,2017,1,235,0,2,0.0,0,0,0
14057,52678,2017,3,21,0,1,0.0,0,0,0
14058,52678,2017,9,16,0,1,0.0,0,0,0
14059,52678,2017,11,8,0,1,0.0,0,0,0
14060,52696,2017,2,3,0,2,0.0,0,0,0
14061,52696,2017,4,3,0,1,0.0,0,0,0
14062,52696,2017,5,5,0,2,0.0,0,0,0
14063,52696,2017,7,2,0,1,0.0,0,0,0
14064,52699,2017,11,4,0,1,0.0,0,0,0
14065,52835,2017,1,266,0,13,0.0,0,0,0
14066,52835,2017,2,307,0,3,0.0,0,0,0
14067,52835,2017,3,361,0,9,0.0,0,0,0
14068,52835,2017,4,321,0,7,0.0,0,0,0
14069,52835,2017,5,378,0,13,0.0,0,0,0
14070,52835,2017,6,322,0,6,0.0,0,0,0
14071,52835,2017,7,324,0,6,0.0,0,0,0
14072,52835,2017,8,370,0,3,0.0,0,0,0
14073,52835,2017,9,359,0,10,0.0,0,0,0
14074,52835,2017,10,338,0,14,0.0,0,0,0
14075,52835,2017,11,284,0,17,0.0,0,0,0
14076,52835,2017,12,254,0,3,0.0,0,0,0
14077,5306,2017,1,1,0,1,0.0,0,0,0
14078,5321,2017,4,1,0,1,0.0,0,0,0
14079,5347,2017,4,1,0,1,0.0,0,0,0
14080,5361,2017,1,13,0,2,0.0,0,0,0
14081,5361,2017,7,21,0,2,0.0,0,0,0
14082,5361,2017,8,15,0,2,0.0,0,0,0
14083,5361,2017,10,18,0,1,0.0,0,0,0
14084,5361,2017,11,22,0,1,0.0,0,0,0
14085,5361,2017,12,9,0,2,0.0,0,0,0
14086,5364,2017,1,5,0,1,0.0,0,0,0
14087,5390,2017,1,4,0,1,0.0,0,0,0
14088,54172,2017,11,1,0,1,0.0,0,0,0
14089,54206,2017,1,5,0,1,0.0,0,0,0
14090,54206,2017,3,4,0,1,0.0,0,0,0
14091,54206,2017,7,10,0,1,0.0,0,0,0
14092,54206,2017,8,6,0,1,0.0,0,0,0
14093,54206,2017,9,6,0,2,0.0,0,0,0
14094,54206,2017,10,4,0,1,0.0,0,0,0
14095,54206,2017,12,4,0,2,0.0,0,0,0
14096,54245,2017,1,4,0,1,0.0,0,0,0
14097,54245,2017,2,4,0,1,0.0,0,0,0
14098,54245,2017,4,4,0,2,0.0,0,0,0
14099,54245,2017,7,6,0,1,0.0,0,0,0
14100,54245,2017,8,10,0,1,0.0,0,0,0
14101,54245,2017,10,5,0,1,0.0,0,0,0
14102,54245,2017,11,4,0,2,0.0,0,0,0
14103,54250,2017,1,15,0,4,0.0,0,0,0
14104,54250,2017,5,4,0,1,0.0,0,0,0
14105,54250,2017,6,10,0,1,0.0,0,0,0
14106,54250,2017,8,20,0,1,0.0,0,0,0
14107,54250,2017,10,8,0,1,0.0,0,0,0
14108,54250,2017,11,10,0,3,0.0,0,0,0
14109,54261,2017,6,3,0,1,0.0,0,0,0
14110,54261,2017,8,5,0,1,0.0,0,0,0
14111,54344,2017,4,2,0,1,0.0,0,0,0
14112,54344,2017,6,6,0,1,0.0,0,0,0
14113,54344,2017,7,5,0,2,0.0,0,0,0
14114,54344,2017,9,3,1,3,0.3333333333333333,0,0,0
14115,54498,2017,3,251,0,3,0.0,0,0,0
14116,54498,2017,4,260,0,1,0.0,0,0,0
14117,54498,2017,5,275,0,2,0.0,0,0,0
14118,54498,2017,6,275,0,4,0.0,0,0,0
14119,54498,2017,8,313,0,2,0.0,0,0,0
14120,54498,2017,9,310,0,2,0.0,0,0,0
14121,54498,2017,11,335,0,1,0.0,0,0,0
14122,54498,2017,12,293,0,2,0.0,0,0,0
14123,54670,2017,1,1,0,1,0.0,0,0,0
14124,54670,2017,8,1,0,1,0.0,0,0,0
14125,54720,2017,1,11,0,1,0.0,0,0,0
14126,54720,2017,2,6,0,3,0.0,0,0,0
14127,54720,2017,3,5,0,2,0.0,0,0,0
14128,54720,2017,4,3,0,2,0.0,0,0,0
14129,54720,2017,6,10,0,1,0.0,0,0,0
14130,54720,2017,7,4,0,1,0.0,0,0,0
14131,54720,2017,12,10,0,2,0.0,0,0,0
14132,5475,2017,8,10,0,1,0.0,0,0,0
14133,5480,2017,1,12,0,1,0.0,0,0,0
14134,54800,2017,1,4,0,2,0.0,0,0,0
14135,54800,2017,4,3,0,1,0.0,0,0,0
14136,54800,2017,6,3,0,3,0.0,0,0,0
14137,54800,2017,9,8,0,2,0.0,0,0,0
14138,54800,2017,10,6,0,1,0.0,0,0,0
14139,54800,2017,12,1,0,1,0.0,0,0,0
14140,54810,2017,1,30,0,8,0.0,0,0,0
14141,54810,2017,2,16,0,5,0.0,0,0,0
14142,54810,2017,3,26,0,10,0.0,0,0,0
14143,54810,2017,4,31,0,3,0.0,0,0,0
14144,54810,2017,5,34,0,7,0.0,0,0,0
14145,54810,2017,6,26,0,4,0.0,0,0,0
14146,54810,2017,7,33,0,1,0.0,0,0,0
14147,54810,2017,8,23,0,3,0.0,0,0,0
14148,54810,2017,9,32,0,3,0.0,0,0,0
14149,54810,2017,10,30,0,2,0.0,0,0,0
14150,54820,2017,7,3,0,2,0.0,0,0,0
14151,54820,2017,9,1,0,1,0.0,0,0,0
14152,54874,2017,2,3,0,1,0.0,0,0,0
14153,54874,2017,3,2,0,1,0.0,0,0,0
14154,54874,2017,4,5,0,1,0.0,0,0,0
14155,54874,2017,6,7,0,1,0.0,0,0,0
14156,54874,2017,9,4,0,1,0.0,0,0,0
14157,54874,2017,11,3,0,1,0.0,0,0,0
14158,5490,2017,4,37,0,1,0.0,0,0,0
14159,5490,2017,5,42,0,1,0.0,0,0,0
14160,5490,2017,8,41,0,2,0.0,0,0,0
14161,5495,2017,1,16,0,1,0.0,0,0,0
14162,5541,2017,3,2,0,1,0.0,0,0,0
14163,5579,2017,1,51,0,1,0.0,0,0,0
14164,5579,2017,2,50,0,3,0.0,0,0,0
14165,5579,2017,3,56,0,2,0.0,0,0,0
14166,5579,2017,4,61,0,1,0.0,0,0,0
14167,5579,2017,5,53,0,2,0.0,0,0,0
14168,5579,2017,6,24,0,2,0.0,0,0,0
14169,5579,2017,7,40,0,1,0.0,0,0,0
14170,5579,2017,8,66,0,3,0.0,0,0,0
14171,5579,2017,9,81,0,2,0.0,0,0,0
14172,5579,2017,10,50,0,1,0.0,0,0,0
14173,5579,2017,12,53,0,1,0.0,0,0,0
14174,5591,2017,1,1,0,1,0.0,0,0,0
14175,5604,2017,3,11,0,2,0.0,0,0,0
14176,5604,2017,7,12,0,1,0.0,0,0,0
14177,5604,2017,9,13,0,2,0.0,0,0,0
14178,5615,2017,4,403,0,1,0.0,0,0,0
14179,5615,2017,7,403,0,1,0.0,0,0,0
14180,5642,2017,6,5,0,1,0.0,0,0,0
14181,5652,2017,1,1,0,1,0.0,0,0,0
14182,5656,2017,5,3,0,1,0.0,0,0,0
14183,5659,2017,2,1,0,1,0.0,0,0,0
14184,5660,2017,3,4,0,1,0.0,0,0,0
14185,5660,2017,8,7,0,1,0.0,0,0,0
14186,5664,2017,7,9,0,1,0.0,0,0,0
14187,5665,2017,3,14,0,1,0.0,0,0,0
14188,5665,2017,11,24,0,1,0.0,0,0,0
14189,5667,2017,9,12,0,1,0.0,0,0,0
14190,5670,2017,6,8,0,2,0.0,0,0,0
14191,5674,2017,4,2,0,2,0.0,0,0,0
14192,5686,2017,1,19,0,1,0.0,0,0,0
14193,5736,2017,1,15,0,1,0.0,0,0,0
14194,5736,2017,5,13,0,2,0.0,0,0,0
14195,5756,2017,1,8,0,3,0.0,0,0,0
14196,5790,2017,3,19,0,1,0.0,0,0,0
14197,5790,2017,4,12,0,1,0.0,0,0,0
14198,5790,2017,5,14,0,1,0.0,0,0,0
14199,5790,2017,6,20,0,1,0.0,0,0,0
14200,5790,2017,7,14,0,2,0.0,0,0,0
14201,5790,2017,8,15,0,1,0.0,0,0,0
14202,5790,2017,10,16,0,2,0.0,0,0,0
14203,5819,2017,1,2,0,1,0.0,0,0,0
14204,5837,2017,1,181,0,2,0.0,0,0,0
14205,5837,2017,3,182,0,2,0.0,0,0,0
14206,5837,2017,4,154,0,1,0.0,0,0,0
14207,5837,2017,5,173,0,3,0.0,0,0,0
14208,5837,2017,8,231,0,2,0.0,0,0,0
14209,5837,2017,9,214,0,4,0.0,0,0,0
14210,5837,2017,12,214,0,1,0.0,0,0,0
14211,5847,2017,1,19,0,1,0.0,0,0,0
14212,5847,2017,12,22,0,1,0.0,0,0,0
14213,5854,2017,1,7,0,1,0.0,0,0,0
14214,5854,2017,2,8,0,1,0.0,0,0,0
14215,5854,2017,5,5,0,1,0.0,0,0,0
14216,5854,2017,6,9,0,1,0.0,0,0,0
14217,5854,2017,7,7,0,3,0.0,0,0,0
14218,5854,2017,8,3,0,1,0.0,0,0,0
14219,5854,2017,9,8,0,2,0.0,0,0,0
14220,5858,2017,6,10,0,1,0.0,0,0,0
14221,5873,2017,11,5,0,1,0.0,0,0,0
14222,5885,2017,5,4,0,1,0.0,0,0,0
14223,5887,2017,1,89,0,2,0.0,0,0,0
14224,5887,2017,2,95,0,2,0.0,0,0,0
14225,5893,2017,4,8,0,2,0.0,0,0,0
14226,5893,2017,8,8,0,1,0.0,0,0,0
14227,5895,2017,5,18,0,1,0.0,0,0,0
14228,63130,2017,2,26,0,1,0.0,0,0,0
14229,63130,2017,10,31,0,1,0.0,0,0,0
14230,63470,2017,4,8,0,1,0.0,0,0,0
14231,66170,2017,4,64,0,1,0.0,0,0,0
14232,66170,2017,7,76,0,1,0.0,0,0,0
14233,66572,2017,1,39,0,1,0.0,0,0,0
14234,66572,2017,7,27,0,1,0.0,0,0,0
14235,66687,2017,10,4,0,1,0.0,0,0,0
14236,68235,2017,5,4,0,1,0.0,0,0,0
14237,68276,2017,5,534,0,1,0.0,0,0,0
14238,68276,2017,6,563,0,1,0.0,0,0,0
14239,68307,2017,3,9,0,1,0.0,0,0,0
14240,68406,2017,9,5,0,1,0.0,0,0,0
14241,68575,2017,4,5,0,1,0.0,0,0,0
14242,68575,2017,5,2,0,1,0.0,0,0,0
14243,68575,2017,6,8,0,1,0.0,0,0,0
14244,68575,2017,7,6,0,1,0.0,0,0,0
14245,68575,2017,8,7,0,1,0.0,0,0,0
14246,68655,2017,1,6,0,1,0.0,0,0,0
14247,68655,2017,11,14,0,1,0.0,0,0,0
14248,68655,2017,12,7,0,1,0.0,0,0,0
14249,68780,2017,8,3,0,1,0.0,0,0,0
14250,70215,2017,5,158,0,1,0.0,0,0,0
14251,70265,2017,3,63,0,1,0.0,0,0,0
14252,70265,2017,10,88,0,1,0.0,0,0,0
14253,70508,2017,6,1,0,1,0.0,0,0,0
14254,70670,2017,10,5,0,1,0.0,0,0,0
14255,70708,2017,1,88,0,1,0.0,0,0,0
14256,70708,2017,5,89,0,1,0.0,0,0,0
14257,70713,2017,12,9,0,1,0.0,0,0,0
14258,73168,2017,2,74,0,2,0.0,0,0,0
14259,73217,2017,8,7,0,1,0.0,0,0,0
14260,73217,2017,10,9,0,1,0.0,0,0,0
14261,73411,2017,2,77,0,1,0.0,0,0,0
14262,73449,2017,10,3,0,1,0.0,0,0,0
14263,73555,2017,10,22,0,2,0.0,0,0,0
14264,73675,2017,4,15,0,1,0.0,0,0,0
14265,73686,2017,1,2,0,1,0.0,0,0,0
14266,76109,2017,1,390,0,2,0.0,0,0,0
14267,76109,2017,2,363,0,2,0.0,0,0,0
14268,76109,2017,3,383,0,1,0.0,0,0,0
14269,76109,2017,4,411,0,1,0.0,0,0,0
14270,76109,2017,5,396,0,3,0.0,0,0,0
14271,76109,2017,6,453,0,2,0.0,0,0,0
